"B_cell"	"T_cell.CD4"	"T_cell.CD8"	"Neutrophil"	"Macrophage"	"DC"
"TCGA-43-6647-01A"	0	0	1.66982565338246	0	0	0
"TCGA-43-6770-01A"	0	0	0	0	0	0.84030928018883
"TCGA-43-6771-11A"	0	0	0	2.27794401521145	0	0
"TCGA-43-6771-01A"	0	0	1.9151849925733	0	0	0
"TCGA-43-6773-11A"	0	0	0	0	2.16800406580704	0
"TCGA-43-6773-01A"	0	1.42585180651148	0	0	0	0
"TCGA-43-7656-01A"	0.773205608939882	0	0	0	0	0
"TCGA-43-7657-11A"	0	0	0	0	1.34065004335368	0
"TCGA-43-7657-01A"	0	0	0	0	0	1.06412519214261
"TCGA-43-7658-11A"	0	0	0	0	1.2912764434236	0
"TCGA-43-7658-01A"	0	0.550527303640092	0	0	0	0
"TCGA-43-8115-01A"	0	0	0	0	1.28477502695239	0
"TCGA-43-8116-01A"	0	0	0	0.84209537014656	0	0
"TCGA-43-8118-01A"	0	0	0	0	0.834249611618157	0
"TCGA-43-A474-01A"	0	0	0	0	0	0.574633347852154
"TCGA-43-A475-01A"	0	1.20787208773643	0	0	0	0
"TCGA-43-A56U-01A"	0	0	0	1.45896965585816	0	0
"TCGA-43-A56V-01A"	0	0	0.777979153493348	0	0	0
"TCGA-46-3765-01A"	0.85075009558059	0	0	0	0	0
"TCGA-46-3766-01A"	0	0	0	0	1.58478833929447	0
"TCGA-46-3767-01A"	1.38376527612333	0	0	0	0	0
"TCGA-46-3768-01A"	0	0	0	0	0.597314564283922	0
"TCGA-46-3769-01A"	0	0	0	0	0	1.36952226051182
"TCGA-46-6025-01A"	0	0	0.749231251491452	0	0	0
"TCGA-46-6026-01A"	0	0.442543420336272	0	0	0	0
"TCGA-51-4079-11A"	0	0	0	1.51522505853565	0	0
"TCGA-51-4079-01A"	0	0	0	0.865900236176476	0	0
"TCGA-51-4080-11A"	0	0	0	0	1.84304843975505	0
"TCGA-51-4080-01A"	0	0	0	0	0	0.475176864217275
"TCGA-51-4081-11A"	0	0	0	0	2.20462967674849	0
"TCGA-51-4081-01A"	0	0	0.562941977118176	0	0	0
"TCGA-51-6867-01A"	0	0	0.768776933067416	0	0	0
"TCGA-52-7622-01A"	1.17504548226642	0	0	0	0	0
"TCGA-52-7809-01A"	0	0.451931925820284	0	0	0	0
"TCGA-52-7810-01A"	0	0	0	0	0	0.936114026697737
"TCGA-52-7811-01A"	0	0	0	1.00213168266457	0	0
"TCGA-52-7812-01A"	0	0	0	0	0	1.17897752393359
"TCGA-56-1622-01A"	0	0	0	0.964649426499085	0	0
"TCGA-56-5897-01A"	1.46024489113947	0	0	0	0	0
"TCGA-56-5898-01A"	0	0	0	0	0	0.859900967208069
"TCGA-56-6545-01A"	0	0	1.45026156446607	0	0	0
"TCGA-56-6546-01A"	0	0	0	0	0	1.14948586756096
"TCGA-56-7221-01A"	0	0.53755584794207	0	0	0	0
"TCGA-56-7222-11A"	0	0	0	0	1.5063506143554	0
"TCGA-56-7222-01A"	0	0	0	0.799437331114239	0	0
"TCGA-56-7223-01A"	0	0	0.355199580121684	0	0	0
"TCGA-56-7579-11A"	0	0	0	0	1.50351354109193	0
"TCGA-56-7579-01A"	0	0	0	0.64283689743031	0	0
