genes	logFC	logCPM	F	PValue	FDR
ENSG00000113356.10	ENSG00000113356.10	1.24667161539631	3.33430454486609	49.6756946563342	1.82346069456923e-12	1.04335168470665e-10
ENSG00000185880.12	ENSG00000185880.12	1.2463116579445	2.88766839970606	43.0801169022503	5.27553183117641e-11	2.51507330968053e-09
ENSG00000196911.9	ENSG00000196911.9	1.24537987104526	4.08134325179331	61.0512560676138	5.6053222703596e-15	4.22029682248248e-13
ENSG00000119508.17	ENSG00000119508.17	1.24188173817769	0.625980298154854	15.2523150937372	9.41125741836907e-05	0.00157692210707259
ENSG00000134107.4	ENSG00000134107.4	1.23811861296917	5.57388489245043	79.5764546235049	4.70201905633847e-19	5.17462345346096e-17
ENSG00000178568.13	ENSG00000178568.13	1.23594693458963	0.610460935739702	15.0459306904	0.000104981883211408	0.00174030989904166
ENSG00000100342.20	ENSG00000100342.20	1.2319335644789	0.421839546422183	13.4583327869453	0.000244025297935415	0.00369580051930915
ENSG00000235750.9	ENSG00000235750.9	1.22986691657445	4.79175190381446	69.5836003822848	7.40030201219947e-17	6.74165277570583e-15
ENSG00000003096.13	ENSG00000003096.13	1.22700342389642	2.24021905583795	32.8883587492015	9.78382051692577e-09	3.40474695750005e-07
ENSG00000167757.13	ENSG00000167757.13	1.2255250406071	1.3423425210593	22.2500418870509	2.39620999011173e-06	5.64203087765425e-05
ENSG00000130522.5	ENSG00000130522.5	1.2203861931713	6.22758526264358	83.0521855186733	8.10934902305548e-20	9.57061880396144e-18
ENSG00000140511.11	ENSG00000140511.11	1.2183228380404	1.23568708743789	20.8254656663523	5.03590705701485e-06	0.000111328989294154
ENSG00000053747.15	ENSG00000053747.15	1.20595772622535	7.46442168759063	86.8654476041699	1.18033544071278e-20	1.49545524702744e-18
ENSG00000173706.12	ENSG00000173706.12	1.20490716782348	6.08708277660888	79.9118385443612	3.96838438731727e-19	4.41559641384373e-17
ENSG00000167333.12	ENSG00000167333.12	1.20235923421533	1.290525102303	20.8110333105224	5.07399192879177e-06	0.000112047713380291
ENSG00000115756.12	ENSG00000115756.12	1.2021544386686	6.85176259651623	83.9811866676567	5.07033201793502e-20	6.06709490749257e-18
ENSG00000162616.8	ENSG00000162616.8	1.19873904016167	3.13806204683326	43.4795909280242	4.3016249213041e-11	2.06875913679432e-09
ENSG00000153563.15	ENSG00000153563.15	1.19718398493143	2.37370624367147	33.3216218185789	7.82999592207594e-09	2.76308598050647e-07
ENSG00000130052.13	ENSG00000130052.13	1.19500867290944	2.42864977748065	33.7741473413883	6.20510289248338e-09	2.20907523754361e-07
ENSG00000213928.8	ENSG00000213928.8	1.19204059042045	2.00757458561528	28.1525589129283	1.12316566022142e-07	3.30580159280789e-06
ENSG00000143199.17	ENSG00000143199.17	1.17259013736207	-0.061108288805771	9.01642891976304	0.00267618438917943	0.029843810677262
ENSG00000119632.3	ENSG00000119632.3	1.1687155043869	1.12066306747734	18.1015820884037	2.09585042607962e-05	0.000408521485119618
ENSG00000005471.15	ENSG00000005471.15	1.16796868850639	1.81479662365915	24.8995448806817	6.04804801615267e-07	1.57966946625437e-05
ENSG00000164611.12	ENSG00000164611.12	1.16437642807114	5.18760961589986	67.1499887401733	2.54048719157086e-16	2.17630257882465e-14
ENSG00000101347.8	ENSG00000101347.8	1.16105307443762	5.01927634772782	64.8640495866921	8.09720936132638e-16	6.5547181498372e-14
ENSG00000123609.10	ENSG00000123609.10	1.158068492585	3.83380039913488	50.1480211221811	1.4334927199802e-12	8.32060432690721e-11
ENSG00000167772.11	ENSG00000167772.11	1.15099740226213	1.01560993258835	16.6099900915763	4.59379226020506e-05	0.000826006033477778
ENSG00000164181.13	ENSG00000164181.13	1.14888401140836	5.35933068917443	67.106225584762	2.59748067617673e-16	2.22196971090591e-14
ENSG00000107968.9	ENSG00000107968.9	1.14814916257613	3.42983887839501	44.040898273734	3.22939258048303e-11	1.57063070761105e-09
ENSG00000204520.12	ENSG00000204520.12	1.14334969998525	5.0371660012403	63.2934872706675	1.79623339015931e-15	1.41604239599644e-13
ENSG00000174721.9	ENSG00000174721.9	1.14163884162271	1.96824382684921	25.3731768962876	4.73121570176459e-07	1.25862442232915e-05
ENSG00000136867.10	ENSG00000136867.10	1.13992687701211	3.42504364142473	43.3728554936758	4.54268768862229e-11	2.17947819511084e-09
ENSG00000059378.12	ENSG00000059378.12	1.13800118388529	4.71123802486626	59.0696740773122	1.53328206748664e-14	1.10874310462811e-12
ENSG00000168404.12	ENSG00000168404.12	1.1288342863374	4.64363314708287	57.325982222658	3.71855492336491e-14	2.58362454283745e-12
ENSG00000162694.13	ENSG00000162694.13	1.12862916182564	2.59368012712846	32.2899460038654	1.33103532920838e-08	4.54799312373364e-07
ENSG00000234745.9	ENSG00000234745.9	1.12605363365526	4.25975275210024	52.7634420122458	3.78498283746732e-13	2.33638428824953e-11
ENSG00000134326.11	ENSG00000134326.11	1.12331976507236	0.35321383596946	10.865011417884	0.000980264276409828	0.0125970121418547
ENSG00000173110.7	ENSG00000173110.7	1.12130483380706	0.192037657918555	9.8307909764045	0.00171655718007964	0.0204751049082759
ENSG00000108375.12	ENSG00000108375.12	1.10956450450066	3.81111599196746	45.8560320208139	1.27850471630697e-11	6.52318633088332e-10
ENSG00000089327.14	ENSG00000089327.14	1.10175763062412	1.90542115719691	23.2633724160703	1.41436747400309e-06	3.4744469907201e-05
ENSG00000182704.7	ENSG00000182704.7	1.10003909680246	8.05879127470968	74.5619428919465	5.94642410974169e-18	5.95709211312794e-16
ENSG00000112175.7	ENSG00000112175.7	1.09422749995129	0.0717701184952365	8.67816727265906	0.00322106205301223	0.0349129781259996
ENSG00000069011.15	ENSG00000069011.15	1.09121229162898	4.22159841496751	49.3066572443077	2.20068492688842e-12	1.23920547685142e-10
ENSG00000213445.8	ENSG00000213445.8	1.08870943860347	2.70216395789148	31.3737159577354	2.13304843718877e-08	7.02182779202951e-07
ENSG00000125148.6	ENSG00000125148.6	1.0820812781848	6.59399087007939	67.6902698470377	1.9318392375068e-16	1.67392759677529e-14
ENSG00000174574.15	ENSG00000174574.15	1.07755885812495	5.14079136762461	57.3380416212649	3.69583518334967e-14	2.5708007870525e-12
ENSG00000104998.3	ENSG00000104998.3	1.07729566696678	4.90707793248177	55.0670011369561	1.1725112102413e-13	7.72806623685598e-12
ENSG00000139112.10	ENSG00000139112.10	1.07582013956811	1.67534395054513	20.1722116163756	7.08391541106672e-06	0.000152251165577552
ENSG00000160932.10	ENSG00000160932.10	1.07099722856352	8.154635534728	71.0940568322258	3.44280735039176e-17	3.26460417747525e-15
ENSG00000133401.15	ENSG00000133401.15	1.06914383767353	2.57118995991013	28.9620632111955	7.3946898786717e-08	2.2461936895506e-06
ENSG00000123096.11	ENSG00000123096.11	1.06890366866172	1.97559742814205	22.4653591520373	2.142112259789e-06	5.09009086538041e-05
ENSG00000109861.15	ENSG00000109861.15	1.06738099320752	2.289550045836	25.7507952387091	3.89042030993684e-07	1.05332386105364e-05
ENSG00000103489.11	ENSG00000103489.11	1.06724073751213	2.35320791323036	26.4758403256635	2.67271616995187e-07	7.44852896383814e-06
ENSG00000185404.16	ENSG00000185404.16	1.06595901768131	3.65482897164273	40.8065002239998	1.68682295633049e-10	7.48557165933621e-09
ENSG00000110719.9	ENSG00000110719.9	1.06163311890735	4.67810582860753	51.3343245861261	7.83446311996203e-13	4.65957398262988e-11
ENSG00000164251.4	ENSG00000164251.4	1.06155891555906	4.59649714496906	50.3956945053862	1.26358886155775e-12	7.369875924838e-11
ENSG00000115414.18	ENSG00000115414.18	1.05554416502156	6.24068939437226	62.734139743754	2.38577688791564e-15	1.85414217211877e-13
ENSG00000105810.9	ENSG00000105810.9	1.02787993238393	5.35548605599786	54.1860037186082	1.83535161497476e-13	1.1800254285277e-11
ENSG00000164078.12	ENSG00000164078.12	1.02578137637557	3.97556624955998	41.2439194512	1.3486649175659e-10	6.060751404513e-09
ENSG00000139626.15	ENSG00000139626.15	1.0249371854527	0.658529969063944	10.9193329278976	0.000951935883947886	0.012274823452882
ENSG00000172183.14	ENSG00000172183.14	1.02218776178517	4.03015260164561	41.6365766223344	1.10331915888702e-10	5.02180919503082e-09
ENSG00000204267.13	ENSG00000204267.13	1.01756766387497	3.05138501007702	30.9646005871666	2.633337955721e-08	8.51079021616409e-07
ENSG00000204642.13	ENSG00000204642.13	1.01426176626734	2.68550902006741	27.2811834131388	1.76206200728082e-07	5.05549170005194e-06
ENSG00000188313.12	ENSG00000188313.12	1.01182685755937	5.19414765702117	51.248143460042	8.18591013706399e-13	4.8542366622031e-11
ENSG00000151914.18	ENSG00000151914.18	1.01151340866999	8.88580940342514	65.5843807988139	5.619187783876e-16	4.60437468573361e-14
ENSG00000168394.10	ENSG00000168394.10	1.01133279740413	4.30571228810382	43.1791584364892	5.01521653768292e-11	2.3947559695533e-09
ENSG00000148082.9	ENSG00000148082.9	1.00884073093606	0.424218256598675	9.26063699330479	0.00234181932416355	0.0266522815251283
ENSG00000104325.6	ENSG00000104325.6	1.00673597398553	6.00348171552697	55.8762469161278	7.76981987851381e-14	5.2006914232343e-12
ENSG00000137364.4	ENSG00000137364.4	1.00583452021441	3.83921761060911	38.3142815544051	6.04132661124932e-10	2.47682070204775e-08
