"B_cell"	"T_cell.CD4"	"T_cell.CD8"	"Neutrophil"	"Macrophage"	"DC"
"TCGA-A8-A08P-01A"	0	0	0	0	0.609527872077185	0.525449258828863
"TCGA-A8-A08R-01A"	0	0	0	0	0	1.29042540576365
"TCGA-A8-A08S-01A"	0	0	0	0	0.680456288999075	0
"TCGA-A8-A08T-01A"	0	0	0	0	0.659493135215213	0
"TCGA-A8-A08X-01A"	0	0	0	0	0	1.15895800490388
"TCGA-A8-A08Z-01A"	0	0	0	0	1.14428534504552	0
"TCGA-A8-A090-01A"	0	0	0	0	0.838063483010362	0
"TCGA-A8-A091-01A"	0	0	0	0.688122462902514	0	0
"TCGA-A8-A092-01A"	0	0	0	0	0.631774589382725	0
"TCGA-A8-A093-01A"	0	0	0	0	0.561440738863841	0
"TCGA-A8-A094-01A"	0	0	0	0	1.14176091281142	0
"TCGA-A8-A095-01A"	0	0	0	0	0.69181900237908	0
"TCGA-A8-A096-01A"	0	0	0	0	0	1.40538879550989
"TCGA-A8-A097-01A"	0	0	0	0	0.840114635906007	0
"TCGA-A8-A099-01A"	0	0	0	0	0	0.630966737518037
"TCGA-A8-A09A-01A"	0	0.77388477744632	0	0	0	0
"TCGA-A8-A09B-01A"	0	0	0	0.686620636260389	0	0
"TCGA-A8-A09C-01A"	0	0	0	0	0.543198733078045	0
"TCGA-A8-A09D-01A"	0	0	0	0	1.02600180035921	0
"TCGA-A8-A09E-01A"	0	0	0.514071551563386	0	0	0
"TCGA-A8-A09G-01A"	0.999589077129207	0	0	0	0	0
"TCGA-A8-A09I-01A"	0	0	0	0	0	0.934266803237391
"TCGA-A8-A09K-01A"	0.602092635239734	0	0	0	0	0
"TCGA-A8-A09M-01A"	0	0	0	0	0	0.847661267080468
"TCGA-A8-A09N-01A"	0.595829499828476	0	0	0	0	0
"TCGA-A8-A09Q-01A"	0	0	0	0	1.08121307344567	0
"TCGA-A8-A09R-01A"	0	0	0	0	0	1.04110705601774
"TCGA-A8-A09T-01A"	0.705523906126908	0	0	0	0	0
"TCGA-A8-A09V-01A"	0	0.653012161718086	0	0	0	0
"TCGA-A8-A09W-01A"	0	0	0	0	0.786760361008265	0
"TCGA-A8-A09X-01A"	0	0	0	0	0	1.14862291334477
"TCGA-A8-A09Z-01A"	0	0	0	0	0	1.10246960254399
"TCGA-A8-A0A1-01A"	0	0	0	0	1.27647353845644	0
"TCGA-A8-A0A2-01A"	0.771694992694369	0	0	0	0	0
"TCGA-A8-A0A4-01A"	0	0	0.718091088783825	0	0	0
"TCGA-A8-A0A6-01A"	0	0	0	0	0	1.24296460712834
"TCGA-A8-A0A7-01A"	0	0	0	0	0	1.88879634576294
"TCGA-A8-A0A9-01A"	0	0.742249226014999	0	0	0	0
"TCGA-A8-A0AB-01A"	0	0.533761385535868	0	0	0	0
"TCGA-A8-A0AD-01A"	0	0	0	0	0.954126563595783	0
"TCGA-AC-A23C-01A"	0	0	0	0	0	0.952716175466233
"TCGA-AC-A23E-01A"	0	0	0	0	0.943378644110634	0
"TCGA-AC-A23G-01A"	0	0	0	0	0	1.40362296558942
"TCGA-AC-A23H-11A"	0	0	0	1.10929563238382	0	0
